,Unnamed: 0,Observation time,Surface flow velocity,Surface direction,Surface frankincense,Water temperature,Salinity
7186,7186,2020-06-02 10:30:00,83.8,동북동,59.0,13.44,31.78
7187,7187,2020-06-02 11:00:00,99.5,북동,56.0,13.14,31.82
7188,7188,2020-06-02 11:30:00,60.4,동북동,64.0,13.13,31.84
7189,7189,2020-06-02 12:00:00,45.6,동북동,73.0,13.01,31.8
7190,7190,2020-06-02 12:30:00,31.0,동북동,75.0,12.87,31.82
7191,7191,2020-06-02 13:00:00,22.3,동,83.0,12.79,31.82
7192,7192,2020-06-02 13:30:00,4.9,남남서,208.0,12.89,31.83
7193,7193,2020-06-02 14:00:00,16.9,남서,227.0,12.94,31.83
7194,7194,2020-06-02 14:30:00,41.2,남서,232.0,12.95,31.83
7195,7195,2020-06-02 15:00:00,66.7,남서,235.0,13.01,31.79
7196,7196,2020-06-02 15:30:00,87.3,남서,236.0,13.07,31.84
7197,7197,2020-06-02 16:00:00,92.4,서남서,238.0,13.3,31.81
7198,7198,2020-06-02 16:30:00,108.5,남서,234.0,13.26,31.79
7199,7199,2020-06-02 17:00:00,111.2,서남서,237.0,13.57,31.86
7200,7200,2020-06-02 17:30:00,116.5,서남서,238.0,13.68,31.74
7201,7201,2020-06-02 18:00:00,94.9,서남서,237.0,13.76,31.75
7202,7202,2020-06-02 18:30:00,78.1,서남서,238.0,13.93,31.79
7203,7203,2020-06-02 19:00:00,71.9,서남서,237.0,13.89,31.75
7204,7204,2020-06-02 19:30:00,45.6,남서,233.0,13.92,31.73
7205,7205,2020-06-02 20:00:00,44.8,서,275.0,14.43,31.64
7206,7206,2020-06-02 20:30:00,7.3,북북서,348.0,14.27,31.66
7207,7207,2020-06-02 21:00:00,32.6,북동,42.0,14.22,31.68
7208,7208,2020-06-02 21:30:00,49.1,북동,42.0,14.17,31.7
7209,7209,2020-06-02 22:00:00,72.8,북동,55.0,13.85,31.75
7210,7210,2020-06-02 22:30:00,99.0,동북동,59.0,13.66,31.78
7211,7211,2020-06-02 23:00:00,82.4,동북동,57.0,13.45,31.79
7212,7212,2020-06-02 23:30:00,109.6,동북동,59.0,12.97,31.88
7213,7213,2020-06-03 00:00:00,65.4,동북동,72.0,13.27,31.78
7214,7214,2020-06-03 00:30:00,53.0,동북동,73.0,13.04,31.81
7215,7215,2020-06-03 01:00:00,38.9,동북동,69.0,12.87,31.83
7216,7216,2020-06-03 01:30:00,26.4,동북동,76.0,12.81,31.85
7217,7217,2020-06-03 02:00:00,9.1,동남동,123.0,12.95,31.83
7218,7218,2020-06-03 02:30:00,19.9,남남서,200.0,12.87,31.83
7219,7219,2020-06-03 03:00:00,43.5,남서,216.0,12.88,31.84
7220,7220,2020-06-03 03:30:00,66.0,남서,231.0,12.92,31.81
7221,7221,2020-06-03 04:00:00,86.1,남서,230.0,12.89,31.78
7222,7222,2020-06-03 04:30:00,95.3,남서,236.0,12.99,31.82
7223,7223,2020-06-03 05:00:00,116.6,남서,234.0,13.11,31.88
7224,7224,2020-06-03 05:30:00,121.1,남서,232.0,13.34,31.86
7225,7225,2020-06-03 06:00:00,131.9,남서,236.0,13.53,31.79
7226,7226,2020-06-03 06:30:00,119.8,서남서,241.0,13.76,31.78
7227,7227,2020-06-03 07:00:00,101.8,서남서,238.0,13.91,31.85
7228,7228,2020-06-03 07:30:00,62.8,남서,231.0,13.9,31.74
7229,7229,2020-06-03 08:00:00,44.2,남서,233.0,14.01,31.74
7230,7230,2020-06-03 08:30:00,16.5,서남서,245.0,14.01,31.71
7231,7231,2020-06-03 09:00:00,12.8,동,85.0,13.96,31.71
7232,7232,2020-06-03 09:30:00,38.6,북북동,32.0,14.01,31.72
7233,7233,2020-06-03 10:00:00,56.8,북북동,31.0,14.2,31.71
7234,7234,2020-06-03 10:30:00,82.1,북동,48.0,14.12,31.72
7235,7235,2020-06-03 11:00:00,96.4,북동,54.0,14.04,31.69
7236,7236,2020-06-03 11:30:00,96.2,동북동,58.0,13.46,31.82
7237,7237,2020-06-03 12:00:00,86.4,동북동,62.0,13.33,31.9
7238,7238,2020-06-03 12:30:00,60.5,동북동,73.0,13.34,31.85
7239,7239,2020-06-03 13:00:00,52.5,동북동,70.0,13.08,31.82
7240,7240,2020-06-03 13:30:00,37.7,동북동,72.0,13.27,31.87
7241,7241,2020-06-03 14:00:00,14.9,동남동,105.0,13.25,31.84
7242,7242,2020-06-03 14:30:00,14.9,남동,134.0,13.16,31.84
7243,7243,2020-06-03 15:00:00,22.3,남남서,212.0,13.08,31.82
7244,7244,2020-06-03 15:30:00,55.0,남서,229.0,13.08,31.84
7245,7245,2020-06-03 16:00:00,73.9,남서,231.0,13.09,31.85
7246,7246,2020-06-03 16:30:00,98.9,남서,228.0,13.17,31.88
7247,7247,2020-06-03 17:00:00,115.9,남서,235.0,13.36,31.73
7248,7248,2020-06-03 17:30:00,126.0,남서,234.0,13.68,31.77
7249,7249,2020-06-03 18:00:00,135.5,서남서,237.0,13.8,31.74
7250,7250,2020-06-03 18:30:00,129.7,서남서,242.0,14.09,31.82
7251,7251,2020-06-03 19:00:00,103.2,서남서,240.0,13.88,31.75
7252,7252,2020-06-03 19:30:00,78.5,남서,231.0,13.99,31.75
7253,7253,2020-06-03 20:00:00,58.4,남서,235.0,14.16,31.71
7254,7254,2020-06-03 20:30:00,48.0,서남서,239.0,14.33,31.69
7255,7255,2020-06-03 21:00:00,15.0,서,266.0,14.39,31.64
7256,7256,2020-06-03 21:30:00,13.6,북북동,20.0,14.52,31.65
7257,7257,2020-06-03 22:00:00,40.6,북북동,25.0,14.3,31.68
7258,7258,2020-06-03 22:30:00,69.2,북북동,24.0,14.44,31.68
7259,7259,2020-06-03 23:00:00,84.8,북동,41.0,14.33,31.69
7260,7260,2020-06-03 23:30:00,109.5,북동,52.0,13.8,31.78
7261,7261,2020-06-04 00:00:00,129.5,북동,53.0,13.21,31.82
7262,7262,2020-06-04 00:30:00,84.3,동북동,63.0,13.3,31.84
7263,7263,2020-06-04 01:00:00,72.2,동북동,60.0,13.1,31.82
7264,7264,2020-06-04 01:30:00,63.9,동북동,67.0,13.12,31.84
7265,7265,2020-06-04 02:00:00,36.9,동북동,72.0,13.12,31.82
7266,7266,2020-06-04 02:30:00,25.3,동,100.0,13.14,31.82
7267,7267,2020-06-04 03:00:00,10.5,남,172.0,13.03,31.83
7268,7268,2020-06-04 03:30:00,19.6,남서,220.0,13.02,31.82
7269,7269,2020-06-04 04:00:00,55.5,남서,235.0,13.02,31.83
7270,7270,2020-06-04 04:30:00,78.1,서남서,240.0,13.0,31.79
7271,7271,2020-06-04 05:00:00,98.7,남서,234.0,13.08,31.84
7272,7272,2020-06-04 05:30:00,118.4,서남서,239.0,13.19,31.78
7273,7273,2020-06-04 06:00:00,137.7,남서,233.0,13.31,31.87
7274,7274,2020-06-04 06:30:00,116.6,서남서,240.0,13.38,31.79
7275,7275,2020-06-04 07:00:00,136.4,서남서,241.0,13.75,32.07
7276,7276,2020-06-04 07:30:00,114.6,남서,234.0,13.81,31.77
7277,7277,2020-06-04 08:00:00,81.0,남서,228.0,13.94,31.77
7278,7278,2020-06-04 08:30:00,65.5,서남서,242.0,14.13,31.69
7279,7279,2020-06-04 09:00:00,45.8,남서,234.0,14.31,31.71
7280,7280,2020-06-04 09:30:00,12.2,서북서,286.0,14.31,31.67
7281,7281,2020-06-04 10:00:00,15.0,북,0.0,14.64,31.7
7282,7282,2020-06-04 10:30:00,27.1,북북동,12.0,14.63,31.56
7283,7283,2020-06-04 11:00:00,65.0,북북동,28.0,14.54,31.66
7284,7284,2020-06-04 11:30:00,80.6,북동,39.0,14.42,31.69
7285,7285,2020-06-04 12:00:00,106.7,북동,50.0,14.06,31.71
7286,7286,2020-06-04 12:30:00,127.1,북동,51.0,13.81,31.85
7287,7287,2020-06-04 13:00:00,77.9,동북동,66.0,13.61,31.72
7288,7288,2020-06-04 13:30:00,68.3,동북동,72.0,13.41,31.81
7289,7289,2020-06-04 14:00:00,64.1,동북동,68.0,13.18,31.84
7290,7290,2020-06-04 14:30:00,31.5,동,96.0,13.47,31.81
7291,7291,2020-06-04 15:00:00,14.0,동남동,107.0,13.39,31.8
7292,7292,2020-06-04 15:30:00,16.9,남남서,205.0,13.25,31.79
7293,7293,2020-06-04 16:00:00,46.5,남서,231.0,13.2,31.81
7294,7294,2020-06-04 16:30:00,71.3,남서,229.0,13.18,31.92
7295,7295,2020-06-04 17:00:00,87.1,남서,231.0,13.22,31.84
7296,7296,2020-06-04 17:30:00,115.8,남서,232.0,13.4,31.71
7297,7297,2020-06-04 18:00:00,138.2,남서,236.0,13.82,31.52
7298,7298,2020-06-04 18:30:00,140.0,남서,230.0,13.63,31.83
7299,7299,2020-06-04 19:00:00,137.9,서남서,238.0,14.15,31.68
7300,7300,2020-06-04 19:30:00,118.6,서남서,238.0,14.11,31.78
7301,7301,2020-06-04 20:00:00,100.1,남서,232.0,14.3,31.72
7302,7302,2020-06-04 20:30:00,89.2,남서,233.0,14.45,31.71
7303,7303,2020-06-04 21:00:00,54.3,서남서,238.0,14.57,31.66
7304,7304,2020-06-04 21:30:00,32.5,서남서,242.0,14.69,31.66
7305,7305,2020-06-04 22:00:00,10.3,북동,54.0,14.64,31.63
7306,7306,2020-06-04 22:30:00,39.4,북동,39.0,14.51,31.68
7307,7307,2020-06-04 23:00:00,59.2,북동,43.0,14.74,31.65
7308,7308,2020-06-04 23:30:00,88.7,북동,43.0,14.73,31.67
7309,7309,2020-06-05 00:00:00,119.2,북동,52.0,14.6,31.66
7310,7310,2020-06-05 00:30:00,133.3,동북동,58.0,13.72,31.78
7311,7311,2020-06-05 01:00:00,97.8,동북동,68.0,13.54,31.82
7312,7312,2020-06-05 01:30:00,85.7,동북동,64.0,13.36,31.81
7313,7313,2020-06-05 02:00:00,79.9,동북동,65.0,13.27,31.81
7314,7314,2020-06-05 02:30:00,54.6,동북동,71.0,13.28,31.82
7315,7315,2020-06-05 03:00:00,33.6,동,82.0,13.32,31.81
7316,7316,2020-06-05 03:30:00,17.7,동,99.0,13.26,31.81
7317,7317,2020-06-05 04:00:00,13.5,남남서,212.0,13.21,31.82
7318,7318,2020-06-05 04:30:00,41.4,서남서,239.0,13.2,31.81
7319,7319,2020-06-05 05:00:00,71.5,서남서,237.0,13.19,31.84
7320,7320,2020-06-05 05:30:00,90.0,남서,234.0,13.18,31.84
7321,7321,2020-06-05 06:00:00,114.0,서남서,239.0,13.23,31.83
7322,7322,2020-06-05 06:30:00,142.5,남서,235.0,13.41,31.78
