,Unnamed: 0,Observation time,Surface flow velocity,Surface direction,Surface frankincense,Water temperature,Salinity
7726,8520,2020-07-19 21:30:00,94.8,북,4.0,18.09,32.5
7727,8521,2020-07-19 22:00:00,108.3,북,4.0,17.75,32.56
7728,8522,2020-07-19 22:30:00,135.2,북,9.0,17.41,32.59
7729,8523,2020-07-19 23:00:00,125.7,북,7.0,17.6,32.58
7730,8524,2020-07-19 23:30:00,112.1,북,5.0,17.44,32.59
7731,8525,2020-07-20 00:00:00,100.4,북,4.0,17.42,32.6
7732,8526,2020-07-20 00:30:00,103.2,북,8.0,17.46,32.61
7733,8527,2020-07-20 01:00:00,75.5,북북동,11.0,17.34,32.63
7734,8528,2020-07-20 01:30:00,60.1,북,4.0,17.03,32.67
7735,8529,2020-07-20 02:00:00,58.4,북북동,22.0,16.97,32.68
7736,8530,2020-07-20 02:30:00,34.8,북동,43.0,16.95,32.69
7737,8531,2020-07-20 03:00:00,12.7,동,80.0,16.85,32.69
7738,8532,2020-07-20 03:30:00,26.5,동남동,103.0,17.06,32.66
7739,8533,2020-07-20 04:00:00,40.8,남남동,150.0,17.01,32.63
7740,8534,2020-07-20 04:30:00,61.2,남남동,161.0,17.28,32.64
7741,8535,2020-07-20 05:00:00,80.6,남남동,154.0,17.43,32.62
7742,8536,2020-07-20 05:30:00,85.8,남남동,148.0,17.47,32.6
7743,8537,2020-07-20 06:00:00,122.7,남남동,152.0,17.57,32.55
7744,8538,2020-07-20 06:30:00,120.9,남동,146.0,17.65,32.55
7745,8539,2020-07-20 07:00:00,113.3,남동,142.0,17.76,32.53
7746,8540,2020-07-20 07:30:00,87.7,남동,135.0,17.85,32.5
7747,8541,2020-07-20 08:00:00,67.0,남동,134.0,17.72,32.51
7748,8542,2020-07-20 08:30:00,44.1,남남동,151.0,17.69,32.53
7749,8543,2020-07-20 09:00:00,23.6,남동,139.0,17.67,32.52
7750,8544,2020-07-20 09:30:00,15.4,남동,130.0,17.96,32.49
7751,8545,2020-07-20 10:00:00,3.8,동,81.0,18.34,32.51
7752,8546,2020-07-20 10:30:00,14.4,북,7.0,18.12,32.47
7753,8547,2020-07-20 11:00:00,25.3,북,350.0,18.14,32.5
7754,8548,2020-07-20 11:30:00,35.9,북,354.0,18.14,32.49
7755,8549,2020-07-20 12:00:00,36.9,북,5.0,18.32,32.54
7756,8550,2020-07-20 12:30:00,37.9,북북서,345.0,18.08,32.52
7757,8551,2020-07-20 13:00:00,26.2,북북서,340.0,17.83,32.5
7758,8552,2020-07-20 13:30:00,13.5,서북서,285.0,17.76,32.52
7759,8553,2020-07-20 14:00:00,11.6,남남서,195.0,17.71,32.52
7760,8554,2020-07-20 14:30:00,28.2,남동,145.0,18.31,32.73
7761,8555,2020-07-20 15:00:00,56.4,남남동,153.0,18.4,32.51
7762,8556,2020-07-20 15:30:00,68.2,남남동,148.0,17.83,32.52
