,Unnamed: 0,Observation time,Surface flow velocity,Surface direction,Surface frankincense,Water temperature,Salinity
25934,25940,2020-07-04 12:30:00,63.1,동남동,117.0,20.01,30.48
25935,25941,2020-07-04 12:40:00,65.0,동남동,107.0,20.32,30.3
25936,25942,2020-07-04 12:50:00,73.1,동남동,104.0,20.15,30.39
25937,25943,2020-07-04 13:00:00,75.9,동남동,105.0,20.0,30.47
25938,25944,2020-07-04 13:10:00,82.9,동남동,108.0,20.12,30.47
25939,25945,2020-07-04 13:20:00,83.2,동남동,109.0,20.43,30.38
25940,25946,2020-07-04 13:30:00,84.3,동남동,111.0,20.26,30.41
25941,25947,2020-07-04 13:40:00,81.0,동남동,113.0,20.26,30.39
25942,25948,2020-07-04 13:50:00,81.4,동남동,114.0,20.02,30.53
25943,25949,2020-07-04 14:00:00,83.3,동남동,120.0,20.29,30.58
25944,25950,2020-07-04 14:10:00,85.0,동남동,120.0,20.31,30.52
25945,25951,2020-07-04 14:20:00,82.4,동남동,117.0,20.44,30.46
25946,25952,2020-07-04 14:30:00,78.1,동남동,118.0,20.43,30.42
25947,25953,2020-07-04 14:40:00,76.6,동남동,122.0,20.35,30.41
25948,25954,2020-07-04 14:50:00,69.2,동남동,120.0,20.35,30.38
25949,25955,2020-07-04 15:00:00,62.7,동남동,119.0,20.19,30.43
25950,25956,2020-07-04 15:10:00,57.2,동남동,119.0,20.13,30.4
25951,25957,2020-07-04 15:20:00,53.4,남동,124.0,19.95,30.48
25952,25958,2020-07-04 15:30:00,44.6,남동,130.0,19.9,30.55
25953,25959,2020-07-04 15:40:00,41.9,남동,131.0,19.78,30.58
25954,25960,2020-07-04 15:50:00,35.9,남동,140.0,19.78,30.61
25955,25961,2020-07-04 16:00:00,30.2,남남동,147.0,19.88,30.52
25956,25962,2020-07-04 16:10:00,27.4,남남동,168.0,20.12,30.46
25957,25963,2020-07-04 16:20:00,26.6,남,171.0,20.24,30.34
25958,25964,2020-07-04 16:30:00,27.8,남남서,212.0,20.27,30.39
25959,25965,2020-07-04 16:40:00,30.1,남남서,209.0,20.19,30.37
25960,25966,2020-07-04 16:50:00,26.1,남서,224.0,20.14,30.41
25961,25967,2020-07-04 17:00:00,30.0,서남서,239.0,20.07,30.43
25962,25968,2020-07-04 17:10:00,30.7,서남서,245.0,19.92,30.46
25963,25969,2020-07-04 17:20:00,31.9,서남서,256.0,19.78,30.53
25964,25970,2020-07-04 17:30:00,38.9,서,263.0,19.75,30.55
25965,25971,2020-07-04 17:40:00,39.6,서,265.0,19.77,30.56
